Order_ID,Date,Warehouse,Dealer,Customer_ID,Machine_ID,Machine_Type,Order_Quantity,Production_Status,Inventory_Level,Change_Type,Order_Volatility,Lead_Time_Days,Delay_Days
O309253,01-02-2021,WH003,Dealer_C,Cust001,MC005,Type3,43,On-Time,257,Delayed Approval,High,26,0
O678045,02-02-2021,WH001,Dealer_D,Cust002,MC002,Type1,32,Delayed,108,,Medium,46,0
O755659,02-02-2021,WH003,Dealer_A,Cust003,MC005,Type4,49,Critical Delay,405,,Medium,32,0
O343769,02-02-2021,WH003,Dealer_B,Cust001,MC005,Type1,2,Critical Delay,294,Delayed Approval,Low,5,0
O915228,02-02-2021,WH004,Dealer_B,Cust004,MC003,Type5,9,Critical Delay,286,,High,15,16
O891471,02-02-2021,WH004,Dealer_B,Cust004,MC001,Type3,18,On-Time,178,Delayed Approval,Medium,39,1
O815994,02-02-2021,WH004,Dealer_A,Cust003,,Type4,43,On-Time,126,Urgent Order Change,Low,18,0
O649395,02-02-2021,WH001,Dealer_D,Cust004,MC003,Type3,5,Critical Delay,224,,Medium,11,0
O889636,02-02-2021,WH003,Dealer_B,Cust001,MC003,Type4,33,Delayed,162,Delayed Approval,Medium,19,0
O715483,03-02-2021,WH004,Dealer_B,Cust003,MC001,Type2,43,Critical Delay,358,Delayed Approval,High,22,
O726761,03-02-2021,WH003,Dealer_D,Cust002,MC003,Type5,26,Critical Delay,60,Urgent Order Change,High,,5
O631068,03-02-2021,WH002,Dealer_A,Cust002,MC003,Type5,49,On-Time,259,Urgent Order Change,Medium,7,
O186027,03-02-2021,WH002,Dealer_C,Cust002,MC005,Type2,38,Delayed,429,Urgent Order Change,High,24,11
O512761,04-02-2021,WH004,Dealer_E,Cust004,MC003,Type5,7,On-Time,434,Supplier Delay,Medium,26,0
O876469,04-02-2021,WH001,Dealer_E,Cust002,MC001,Type5,49,Critical Delay,229,Delayed Approval,Medium,48,0
O762541,04-02-2021,WH002,Dealer_D,Cust002,MC002,Type5,32,Critical Delay,40,Feature Update,Medium,,0
O984902,04-02-2021,WH004,Dealer_C,Cust005,MC003,Type4,27,On-Time,152,Supplier Delay,High,39,0
O547407,04-02-2021,WH004,Dealer_D,Cust002,MC002,Type4,,On-Time,379,Urgent Order Change,,34,0
O767098,04-02-2021,WH001,Dealer_B,Cust004,MC004,Type4,2,Delayed,442,Urgent Order Change,Medium,12,0
O333299,04-02-2021,WH002,,Cust002,MC001,Type1,21,On-Time,136,Supplier Delay,Low,,0
O111105,05-02-2021,WH004,Dealer_D,Cust003,MC004,Type4,18,Delayed,181,Urgent Order Change,Low,11,0
O995681,05-02-2021,WH001,Dealer_B,Cust005,MC004,Type5,5,On-Time,405,Delayed Approval,High,42,0
O219137,05-02-2021,WH002,Dealer_A,Cust003,,Type5,7,Delayed,56,Urgent Order Change,Low,23,0
O937618,05-02-2021,WH004,Dealer_E,Cust005,,Type5,34,Critical Delay,459,Supplier Delay,Low,23,
O243664,05-02-2021,WH004,Dealer_E,Cust002,MC002,Type2,48,Critical Delay,103,Feature Update,High,14,16
O752489,05-02-2021,,Dealer_D,Cust001,MC004,Type5,29,Delayed,51,,Low,38,0
O330060,05-02-2021,WH002,Dealer_C,Cust001,MC004,Type3,48,Critical Delay,432,Urgent Order Change,High,28,0
O785742,05-02-2021,WH002,Dealer_E,Cust003,MC002,Type5,30,On-Time,40,Delayed Approval,Medium,31,0
O316046,06-02-2021,WH003,Dealer_C,Cust002,MC005,Type3,49,On-Time,36,Urgent Order Change,Medium,31,0
O792771,06-02-2021,WH004,Dealer_A,,MC005,Type4,26,Delayed,,Supplier Delay,High,,0
O138395,06-02-2021,WH004,Dealer_E,Cust004,MC005,Type5,,Delayed,80,Supplier Delay,Low,42,0
O393680,07-02-2021,WH003,Dealer_E,Cust004,MC002,Type5,29,On-Time,172,,Medium,28,0
O545991,07-02-2021,WH004,Dealer_D,Cust004,MC004,Type2,17,On-Time,456,Supplier Delay,High,15,0
O346120,07-02-2021,WH003,Dealer_E,Cust001,MC003,Type4,16,,289,Supplier Delay,,46,0
O535505,07-02-2021,WH002,Dealer_B,,MC005,Type3,26,Delayed,171,,High,8,0
O514977,08-02-2021,WH004,Dealer_E,Cust005,MC005,Type3,42,Delayed,394,Feature Update,Medium,41,0
O121383,08-02-2021,WH003,Dealer_C,Cust003,MC003,Type2,28,Delayed,485,Urgent Order Change,Low,40,0
O597229,08-02-2021,WH001,Dealer_C,Cust004,MC005,Type2,27,Critical Delay,372,Supplier Delay,Medium,40,
,08-02-2021,WH003,Dealer_D,Cust005,MC005,Type1,37,Delayed,464,Supplier Delay,Medium,15,0
O124539,08-02-2021,WH004,,Cust003,MC004,Type3,25,Critical Delay,282,Delayed Approval,Low,6,15
O736600,08-02-2021,WH003,Dealer_D,Cust001,MC003,Type3,35,,,,Medium,17,0
O266344,08-02-2021,WH001,Dealer_C,Cust005,MC001,Type2,36,On-Time,213,Supplier Delay,Medium,36,0
O852274,09-02-2021,WH003,,Cust003,MC003,Type4,36,On-Time,331,Feature Update,Medium,31,0
O507682,09-02-2021,WH004,Dealer_C,Cust001,MC001,Type4,18,Delayed,444,Delayed Approval,Low,27,0
O674140,,WH001,Dealer_E,Cust004,MC002,Type1,40,On-Time,,Delayed Approval,Medium,35,17
O857067,10-02-2021,WH001,Dealer_A,Cust001,MC001,,31,Critical Delay,387,,Medium,34,0
O610408,10-02-2021,WH002,Dealer_B,Cust003,MC005,Type4,32,Delayed,420,Supplier Delay,High,19,14
O647202,10-02-2021,WH002,Dealer_C,Cust001,MC005,Type3,42,Delayed,240,Delayed Approval,High,49,0
O243293,10-02-2021,WH002,Dealer_D,Cust001,MC005,Type4,37,Delayed,413,Urgent Order Change,Low,16,0
O450769,10-02-2021,WH002,Dealer_E,Cust002,MC005,Type4,33,On-Time,291,Urgent Order Change,Low,16,0
O315072,10-02-2021,WH001,Dealer_B,,MC003,Type1,40,Critical Delay,336,,Low,44,5
O872213,10-02-2021,WH004,Dealer_A,Cust001,MC005,Type2,39,Critical Delay,17,Urgent Order Change,Low,45,0
O999867,10-02-2021,WH001,Dealer_D,Cust003,MC004,Type3,20,Critical Delay,384,,Medium,7,0
