Order_ID,Date,Warehouse,Dealer,Customer_ID,Machine_ID,Machine_Type,Order_Quantity,Production_Status,Inventory_Level,Change_Type,Order_Volatility,Lead_Time_Days,Delay_Days
O199043,2021-01-11,WH004,Dealer_D,Cust002,MC004,Type2,38.0,Delayed,396.0,Urgent Order Change,High,44.0,0.0
O815488,2021-01-11,WH004,Dealer_E,Cust002,MC003,Type5,29.0,Delayed,348.0,Urgent Order Change,High,13.0,14.0
O249911,2021-01-11,WH003,Dealer_D,Cust003,MC005,Type3,40.0,Delayed,122.0,Supplier Delay,Low,11.0,6.0
O534672,2021-01-11,WH002,Dealer_E,Cust001,MC002,Type4,6.0,On-Time,287.0,Delayed Approval,High,12.0,0.0
O116510,2021-01-11,WH003,Dealer_A,Cust005,MC004,Type2,39.0,Critical Delay,258.0,Delayed Approval,Medium,15.0,16.0
O625174,2021-01-11,WH003,Dealer_D,Cust004,MC002,Type5,29.0,Delayed,383.0,Urgent Order Change,High,18.0,5.0
O938032,2021-01-11,WH003,Dealer_B,Cust004,MC004,Type1,22.0,On-Time,364.0,Feature Update,Low,11.0,0.0
O823833,2021-01-11,WH003,Dealer_A,Cust004,MC001,Type5,2.0,Delayed,98.0,Feature Update,Medium,46.0,0.0
Unknown,2021-01-12,WH004,Dealer_E,Cust003,MC002,Type4,28.0,On-Time,204.0,Delayed Approval,Low,47.0,0.0
O138672,2021-01-12,WH002,Dealer_B,Cust004,MC005,Type5,45.0,On-Time,496.0,Delayed Approval,Low,30.0,0.0
O388469,2021-01-12,WH003,Dealer_D,Cust002,MC002,Type5,35.0,Delayed,448.0,Delayed Approval,High,13.0,0.0
O845140,2021-01-12,WH001,Dealer_E,Cust003,MC004,Type4,45.0,Delayed,222.0,Feature Update,Medium,20.0,0.0
O820553,2021-01-12,WH001,Dealer_B,Cust005,MC001,Type3,14.0,Delayed,353.0,Feature Update,Low,17.0,0.0
O923190,2021-01-13,WH003,Dealer_B,Cust003,MC002,Type4,30.0,On-Time,258.0,Supplier Delay,Low,13.0,16.0
O709726,2021-01-13,WH001,Dealer_A,Cust005,MC003,Type1,32.0,Critical Delay,260.0,Supplier Delay,High,15.0,0.0
O905573,2021-01-13,WH001,Dealer_E,Cust002,MC001,Type5,40.0,Critical Delay,390.0,Feature Update,Low,11.0,0.0
O609363,2021-01-13,WH004,Dealer_A,Cust004,MC004,Type4,44.0,Critical Delay,275.0,Feature Update,Medium,10.0,0.0
O229913,2021-01-13,WH001,Dealer_E,Cust004,MC004,Type3,5.0,On-Time,110.0,Delayed Approval,Medium,42.0,0.0
O915654,2021-01-13,WH001,Dealer_E,Cust003,MC004,Type5,44.0,Critical Delay,258.0,Delayed Approval,High,11.0,0.0
O759065,2021-01-14,WH002,Dealer_A,Cust003,MC003,Type1,17.0,Delayed,258.0,Delayed Approval,Low,10.0,0.0
O510153,2021-01-14,WH002,Dealer_B,Cust003,MC004,Type1,11.0,On-Time,392.0,Delayed Approval,High,10.0,0.0
O406799,2021-01-14,WH003,Dealer_B,Cust004,MC003,Type2,5.0,Delayed,461.0,Feature Update,Low,14.0,0.0
O304843,2021-01-14,WH001,Dealer_B,Cust003,MC005,Type4,47.0,Critical Delay,369.0,Urgent Order Change,Medium,27.0,0.0
O738591,2021-01-15,WH003,Dealer_B,Cust001,MC002,Type2,22.0,Delayed,408.0,Supplier Delay,Low,32.0,0.0
O248913,2021-01-15,WH004,Dealer_B,Cust001,MC004,Type2,26.0,Critical Delay,451.0,Feature Update,Low,37.0,0.0
O914547,2021-01-15,WH003,Dealer_E,Cust002,MC004,Type2,12.0,Critical Delay,88.0,Delayed Approval,Medium,9.0,12.0
O208361,2021-01-15,WH002,Dealer_D,Cust004,MC004,Type1,26.0,Delayed,256.0,Delayed Approval,High,31.0,0.0
O847557,2021-01-16,WH002,Dealer_C,Cust004,MC005,Type1,14.0,On-Time,294.0,Supplier Delay,Low,27.0,0.0
O424671,2021-01-16,WH004,Dealer_A,Cust002,MC001,Type4,41.0,Critical Delay,150.0,Urgent Order Change,High,24.0,9.0
O807803,2021-01-16,WH002,Dealer_E,Cust004,MC003,Type4,26.0,Delayed,301.0,Supplier Delay,Low,43.0,0.0
O737806,2021-01-16,WH003,Dealer_B,Cust002,MC005,Type5,22.0,On-Time,113.0,Feature Update,High,29.0,0.0
O163639,2021-01-16,WH004,Dealer_A,Cust004,MC003,Type4,33.0,Critical Delay,391.0,Feature Update,Medium,17.0,0.0
O770504,2021-01-16,WH001,Dealer_B,Cust001,MC004,Type5,31.0,Delayed,341.0,Supplier Delay,Medium,38.0,18.0
O252174,2021-01-16,WH003,Dealer_D,Cust002,MC002,Type3,33.0,Critical Delay,270.0,Delayed Approval,Low,13.0,8.0
O470092,2021-01-16,WH004,Dealer_B,Cust005,MC004,Type4,11.0,Critical Delay,220.0,Delayed Approval,Medium,29.0,0.0
O970409,2021-01-16,WH002,Dealer_E,Cust001,MC001,Type3,31.0,On-Time,274.0,Feature Update,High,26.0,12.0
O162360,2021-01-17,WH001,Dealer_D,Cust001,MC004,Type2,21.0,Delayed,227.0,Delayed Approval,Medium,28.0,0.0
O692136,2021-01-17,WH003,Dealer_E,Cust002,MC005,Type1,38.0,Critical Delay,137.0,Delayed Approval,High,40.0,0.0
O918005,2021-01-17,WH003,Dealer_B,Cust004,MC001,Type4,8.0,Critical Delay,1530.0,Feature Update,Low,49.0,5.0
O857121,2021-01-17,WH001,Dealer_E,Cust003,MC005,Type5,43.0,Delayed,263.0,Supplier Delay,Medium,37.0,0.0
O823120,2021-01-17,WH002,Dealer_E,Cust001,MC002,Type4,20.0,On-Time,11.0,Supplier Delay,Medium,27.0,0.0
O975297,2021-01-17,WH001,Dealer_D,Cust005,MC003,Type2,45.0,Critical Delay,45.0,Delayed Approval,High,8.0,0.0
O298243,2021-01-18,WH001,Dealer_D,Cust004,MC003,Type1,8.0,Delayed,210.0,Delayed Approval,Low,5.0,4.0
O636941,2021-01-18,WH003,Dealer_E,Cust002,MC001,Type3,33.0,On-Time,40.0,Delayed Approval,High,10.0,0.0
O253546,2021-01-18,WH003,Dealer_B,Cust004,MC001,Type5,4.0,Critical Delay,429.0,Supplier Delay,Medium,7.0,0.0
O273984,2021-01-18,WH002,Dealer_B,Cust005,MC005,Type2,14.0,On-Time,279.0,Delayed Approval,Medium,45.0,0.0
O177689,2021-01-18,WH004,Dealer_B,Cust004,MC005,Type4,33.0,On-Time,116.0,Delayed Approval,Medium,27.0,10.0
O999044,2021-01-18,WH004,Dealer_B,Cust002,MC002,Type4,85.0,Critical Delay,482.0,Feature Update,Medium,42.0,0.0
O234954,2021-01-18,WH003,Dealer_C,Cust005,MC002,Type1,26.0,On-Time,307.0,Urgent Order Change,High,46.0,0.0
O766528,2021-01-18,WH003,Dealer_B,Cust002,MC004,Type5,14.0,Delayed,486.0,Supplier Delay,Medium,32.0,16.0
O543896,2021-01-19,WH004,Dealer_A,Cust001,MC001,Type2,39.0,Critical Delay,478.0,Supplier Delay,High,10.0,0.0
O376719,2021-01-19,WH003,Dealer_D,Cust003,MC002,Type4,20.0,Critical Delay,465.0,Delayed Approval,High,23.0,0.0
O446937,2021-01-19,WH004,Dealer_B,Cust003,MC002,Type1,39.0,On-Time,494.0,Urgent Order Change,Medium,35.0,0.0
O412150,2021-01-19,WH002,Dealer_D,Cust005,MC005,Type2,35.0,On-Time,322.0,Delayed Approval,Medium,27.0,0.0
O110537,2021-01-19,WH001,Dealer_B,Cust002,MC004,Type5,2.0,On-Time,258.0,Urgent Order Change,Medium,27.0,0.0
O903276,2021-01-19,WH003,Dealer_E,Cust005,MC002,Type3,36.0,Delayed,477.0,Delayed Approval,Low,35.0,0.0
O837104,2021-01-20,WH003,Dealer_D,Cust004,MC001,Type4,29.0,On-Time,349.0,Urgent Order Change,High,32.0,0.0
O363483,2021-01-20,WH003,Dealer_A,Cust001,MC002,Type3,18.0,Critical Delay,32.0,Delayed Approval,Low,8.0,0.0
O299662,2021-01-20,WH001,Dealer_A,Cust001,MC004,Type4,15.0,On-Time,208.0,Delayed Approval,Medium,42.0,0.0
O600867,2021-01-20,WH001,Dealer_B,Cust002,MC004,Type3,46.0,On-Time,469.0,Supplier Delay,High,33.0,0.0
O275251,2021-01-21,WH004,Dealer_A,Cust004,MC003,Type5,47.0,On-Time,89.0,Delayed Approval,High,44.0,0.0
O218796,2021-01-21,WH003,Dealer_E,Cust001,MC004,Type5,24.0,Critical Delay,247.0,Delayed Approval,High,9.0,0.0
O300465,2021-01-21,WH001,Dealer_D,Cust001,MC002,Type5,18.0,On-Time,2358.0,Urgent Order Change,Low,27.0,0.0
O612777,2021-01-21,WH004,Dealer_B,Cust005,MC003,Type2,29.0,Delayed,83.0,Urgent Order Change,Low,46.0,0.0
O516091,2021-01-21,WH003,Dealer_B,Cust002,MC005,Type3,5.0,On-Time,411.0,Supplier Delay,Medium,5.0,1.0
O587473,2021-01-21,WH003,Dealer_E,Cust004,MC003,Type1,18.0,Critical Delay,3681.0,Supplier Delay,High,17.0,0.0
O736608,2021-01-21,WH002,Dealer_D,Cust001,MC003,Type2,36.0,Critical Delay,105.0,Delayed Approval,High,33.0,0.0
O168269,2021-01-21,WH004,Dealer_C,Cust002,MC001,Type2,11.0,On-Time,149.0,Feature Update,Low,9.0,0.0
O648005,2021-01-21,WH001,Dealer_A,Cust005,MC002,Type4,47.0,Delayed,285.0,Delayed Approval,Low,28.0,0.0
O493618,2021-01-22,WH001,Dealer_E,Cust002,MC001,Type2,49.0,Delayed,233.0,Delayed Approval,Medium,17.0,0.0
O198425,2021-01-22,WH001,Dealer_B,Cust005,MC004,Type1,26.0,Critical Delay,258.0,Supplier Delay,High,31.0,0.0
O742596,2021-01-22,WH003,Dealer_C,Cust002,MC005,Type1,15.0,Delayed,369.0,Supplier Delay,High,27.0,0.0
O256913,2021-01-22,WH002,Dealer_A,Cust001,MC004,Type4,30.0,On-Time,219.0,Feature Update,Low,11.0,0.0
O563990,2021-01-22,WH002,Dealer_C,Cust003,MC001,Type2,4.0,Critical Delay,258.0,Delayed Approval,High,7.0,0.0
O956586,2021-01-22,WH002,Dealer_C,Cust001,MC001,Type2,37.0,On-Time,103.0,Delayed Approval,Medium,30.0,0.0
O455921,2021-01-22,WH002,Dealer_D,Cust005,MC001,Type5,11.0,On-Time,340.0,Urgent Order Change,Medium,14.0,0.0
O678348,2021-01-22,WH001,Dealer_D,Cust004,MC001,Type3,46.0,Critical Delay,214.0,Feature Update,High,5.0,0.0
O618628,2021-01-22,WH004,Dealer_B,Cust005,MC005,Type3,49.0,Delayed,279.0,Feature Update,High,17.0,120.0
O512352,2021-01-23,WH001,Dealer_E,Cust004,MC004,Type5,42.0,On-Time,383.0,Supplier Delay,Medium,19.0,0.0
O503016,2021-01-23,WH002,Dealer_B,Cust004,MC001,Type5,13.0,On-Time,263.0,Delayed Approval,Low,19.0,0.0
O573795,2021-01-23,WH001,Dealer_D,Cust003,MC003,Type4,26.0,Delayed,227.0,Feature Update,Medium,24.0,0.0
O304670,2021-01-23,WH003,Dealer_B,Cust001,MC004,Type2,40.0,Critical Delay,426.0,Supplier Delay,Medium,26.0,0.0
O723255,2021-01-23,WH001,Dealer_D,Cust003,MC003,Type3,38.0,Delayed,214.0,Feature Update,Low,25.0,0.0
O731097,2021-01-24,WH003,Dealer_A,Cust004,MC003,Type1,49.0,Delayed,258.0,Supplier Delay,High,27.0,0.0
O612505,2021-01-24,WH001,Dealer_A,Cust005,MC002,Type3,43.0,Critical Delay,302.0,Delayed Approval,High,8.0,0.0
O597639,2021-01-24,WH003,Dealer_D,Cust005,MC002,Type1,27.0,On-Time,344.0,Supplier Delay,Low,12.0,0.0
O542784,2021-01-24,WH002,Dealer_C,Cust003,MC003,Type3,49.0,Delayed,463.0,Delayed Approval,High,13.0,0.0
O879101,2021-01-24,WH002,Dealer_A,Cust005,MC001,Type1,4.0,Critical Delay,200.0,Urgent Order Change,High,47.0,0.0
O490112,2021-01-24,WH002,Dealer_A,Cust001,MC002,Type3,38.0,On-Time,367.0,Feature Update,Medium,40.0,0.0
O869609,2021-01-25,WH001,Dealer_E,Cust005,MC003,Type4,28.0,Critical Delay,72.0,Delayed Approval,Low,23.0,0.0
O250104,2021-01-25,WH003,Dealer_A,Cust001,MC002,Type3,1.0,On-Time,258.0,Feature Update,Medium,44.0,12.0
O518542,2021-01-25,WH002,Dealer_A,Cust005,MC002,Type4,36.0,On-Time,82.0,Feature Update,Low,9.0,0.0
O777170,2021-01-25,WH002,Dealer_A,Cust001,MC004,Type4,1.0,On-Time,21.0,Delayed Approval,Low,21.0,0.0
O840241,2021-01-25,WH003,Dealer_E,Cust003,MC005,Type2,2.0,On-Time,94.0,Feature Update,Medium,7.0,0.0
O125883,2021-01-25,WH004,Dealer_D,Cust003,MC002,Type3,16.0,Critical Delay,248.0,Feature Update,Medium,29.0,0.0
O111543,2021-01-25,WH003,Dealer_C,Cust002,MC001,Type4,47.0,Critical Delay,154.0,Supplier Delay,Medium,32.0,12.0
Unknown,2021-01-25,WH002,Dealer_A,Cust003,MC002,Type5,42.0,On-Time,416.0,Delayed Approval,Medium,32.0,0.0
O877292,2021-01-25,WH004,Dealer_D,Cust003,MC005,Type3,34.0,On-Time,391.0,Delayed Approval,Low,42.0,0.0
O572136,2021-01-26,WH002,Dealer_B,Cust002,MC001,Type5,4.0,Critical Delay,199.0,Supplier Delay,Medium,26.0,1.0
O468354,2021-01-26,WH002,Dealer_B,Cust004,MC004,Type5,10.0,Delayed,400.0,Feature Update,Low,13.0,0.0
O893882,2021-01-26,WH003,Dealer_A,Cust001,MC004,Type4,20.0,Delayed,472.0,Delayed Approval,Low,27.0,0.0
O224344,2021-01-26,WH004,Dealer_A,Cust004,MC003,Type1,47.0,Critical Delay,432.0,Feature Update,Low,42.0,5.0
O674849,2021-01-26,WH004,Dealer_C,Cust004,MC004,Type1,28.0,On-Time,147.0,Delayed Approval,High,48.0,0.0
O501947,2021-01-27,WH003,Dealer_A,Cust001,MC002,Type4,195.0,On-Time,3213.0,Feature Update,Low,23.0,9.0
Unknown,2021-01-27,WH002,Dealer_E,Cust004,MC001,Type1,33.0,Delayed,63.0,Feature Update,High,22.0,0.0
O744674,2021-01-27,WH001,Dealer_A,Cust002,MC003,Type5,33.0,Delayed,156.0,Urgent Order Change,High,31.0,0.0
O278641,2021-01-28,WH003,Dealer_D,Cust004,MC003,Type3,20.0,Delayed,341.0,Supplier Delay,High,47.0,0.0
O896465,2021-01-28,WH001,Dealer_C,Cust004,MC004,Type3,46.0,Delayed,186.0,Delayed Approval,High,25.0,0.0
O654064,2021-01-28,WH002,Dealer_A,Cust004,MC004,Type1,42.0,On-Time,388.0,Delayed Approval,Low,34.0,0.0
O963810,2021-01-28,WH003,Dealer_C,Cust004,MC002,Type5,26.0,Critical Delay,213.0,Feature Update,Medium,38.0,11.0
O983008,2021-01-28,WH004,Dealer_A,Cust002,MC001,Type2,26.0,Delayed,3276.0,Urgent Order Change,Medium,27.0,0.0
O657575,2021-01-29,WH002,Dealer_D,Cust001,MC001,Type2,36.0,On-Time,24.0,Delayed Approval,Low,35.0,0.0
O266726,2021-01-29,WH003,Dealer_B,Cust005,MC001,Type3,34.0,Delayed,462.0,Delayed Approval,Low,27.0,9.0
O404246,2021-01-29,WH003,Dealer_C,Cust002,MC005,Type2,12.0,Delayed,256.0,Delayed Approval,Low,32.0,0.0
O734494,2021-01-29,WH002,Dealer_C,Cust004,MC001,Type1,19.0,On-Time,159.0,Delayed Approval,High,27.0,1.0
O180935,2021-01-29,WH002,Dealer_B,Cust002,MC001,Type4,26.0,On-Time,164.0,Delayed Approval,Low,14.0,0.0
Unknown,2021-01-30,WH004,Dealer_D,Cust003,MC001,Type2,25.0,On-Time,143.0,Supplier Delay,Low,14.0,0.0
O968402,2021-01-30,WH004,Dealer_D,Cust005,MC004,Type1,12.0,Critical Delay,489.0,Urgent Order Change,Low,30.0,0.0
O376931,2021-01-30,WH002,Dealer_C,Cust003,MC001,Type4,18.0,Critical Delay,135.0,Delayed Approval,Low,42.0,0.0
O359212,2021-01-30,WH003,Dealer_A,Cust003,MC001,Type4,27.0,Critical Delay,496.0,Feature Update,Medium,18.0,0.0
O504659,2021-01-30,WH003,Dealer_A,Cust001,MC005,Type4,19.0,Critical Delay,198.0,Supplier Delay,Medium,29.0,0.0
O239556,2021-01-31,WH002,Dealer_E,Cust002,MC002,Type5,35.0,On-Time,421.0,Delayed Approval,Medium,20.0,0.0
Unknown,2021-01-31,WH003,Dealer_B,Cust005,MC001,Type4,15.0,Delayed,258.0,Feature Update,Medium,24.0,5.0
O320963,2021-01-31,WH003,Dealer_C,Cust003,MC003,Type4,34.0,Critical Delay,373.0,Delayed Approval,Low,16.0,0.0
O889235,2021-01-31,WH002,Dealer_A,Cust004,MC003,Type5,13.0,On-Time,221.0,Supplier Delay,Medium,29.0,0.0
O635900,2021-01-31,WH004,Dealer_B,Cust005,MC004,Type5,2.0,On-Time,297.0,Delayed Approval,Medium,16.0,0.0
O543246,2021-01-31,WH004,Dealer_E,Cust005,MC002,Type1,12.0,Delayed,258.0,Feature Update,Medium,17.0,0.0
O834663,2021-01-31,WH003,Dealer_B,Cust001,MC005,Type2,44.0,Delayed,191.0,Supplier Delay,High,47.0,0.0
O884102,2021-01-31,WH002,Dealer_C,Cust001,MC004,Type2,23.0,Delayed,282.0,Feature Update,Low,40.0,0.0
O698747,2021-02-01,WH002,Dealer_D,Cust003,MC005,Type4,17.0,Delayed,241.0,Delayed Approval,Medium,39.0,0.0
O415540,2021-02-01,WH004,Dealer_D,Cust004,MC001,Type1,26.0,Critical Delay,482.0,Urgent Order Change,Low,10.0,0.0
O709234,2021-02-01,WH002,Dealer_A,Cust005,MC002,Type5,28.0,Delayed,404.0,Delayed Approval,Medium,26.0,0.0
O482539,2021-02-01,WH002,Dealer_C,Cust001,MC003,Type4,43.0,Delayed,258.0,Delayed Approval,Low,33.0,0.0
O792608,2021-02-01,WH003,Dealer_D,Cust005,MC002,Type4,11.0,On-Time,260.0,Urgent Order Change,Medium,23.0,0.0
O602258,2021-02-01,WH003,Dealer_B,Cust002,MC003,Type5,47.0,Critical Delay,206.0,Urgent Order Change,Medium,49.0,0.0
O309253,2021-02-01,WH003,Dealer_C,Cust001,MC005,Type3,43.0,On-Time,257.0,Delayed Approval,High,26.0,0.0
O678045,2021-02-02,WH001,Dealer_D,Cust002,MC002,Type1,32.0,Delayed,108.0,Delayed Approval,Medium,46.0,0.0
O755659,2021-02-02,WH003,Dealer_A,Cust003,MC005,Type4,49.0,Critical Delay,405.0,Delayed Approval,Medium,32.0,0.0
O343769,2021-02-02,WH003,Dealer_B,Cust001,MC005,Type1,2.0,Critical Delay,294.0,Delayed Approval,Low,5.0,0.0
O915228,2021-02-02,WH004,Dealer_B,Cust004,MC003,Type5,9.0,Critical Delay,286.0,Delayed Approval,High,15.0,16.0
O891471,2021-02-02,WH004,Dealer_B,Cust004,MC001,Type3,18.0,On-Time,178.0,Delayed Approval,Medium,39.0,1.0
O815994,2021-02-02,WH004,Dealer_A,Cust003,MC004,Type4,43.0,On-Time,126.0,Urgent Order Change,Low,18.0,0.0
O649395,2021-02-02,WH001,Dealer_D,Cust004,MC003,Type3,5.0,Critical Delay,224.0,Delayed Approval,Medium,11.0,0.0
O889636,2021-02-02,WH003,Dealer_B,Cust001,MC003,Type4,33.0,Delayed,162.0,Delayed Approval,Medium,19.0,0.0
O715483,2021-02-03,WH004,Dealer_B,Cust003,MC001,Type2,43.0,Critical Delay,358.0,Delayed Approval,High,22.0,0.0
O726761,2021-02-03,WH003,Dealer_D,Cust002,MC003,Type5,26.0,Critical Delay,60.0,Urgent Order Change,High,27.0,5.0
